video_id,transcript
-IK--4uz5ZY.004.mp4,"like the leadership thing, like the role of being in charge was really cool, especially when you're at age 16. But that wasn't really the reason. When I went to primary school I had this really, really awesome teacher. She was so fantastic. My brother had her as well. She was just so..."
-mt-IKgGhuY.004.mp4,"have this massive celebration because it's just the most amazing thing ever. I think it's going to be one of those things where it's going to be a very gradual change and as time passes, it's going to become more and more mainstream and I guess in terms of celebration, I mean, I celebrate..."
-N6QKrbnaDs.005.mp4,"I mean, there's a lot of really cool stuff on my Twitter. So we're gonna end there. Hopefully you guys enjoyed. I'll see you later"
-NwfYYf5xLo.005.mp4,"are going to enable me to sort of sculpt my life. So the harder I work, hopefully the better the results, which I just, yeah, so excited, it's so scary at the same time, like everything is new, but yeah, I just think I can,"
-Osv5l1vrNU.001.mp4,"The more of them are mentioned, Mother Teresa, Mother Luda King, the Mongolian army, they never win the whole strip alone. You wait to meet people alone the way, but who do you take to battle with? Take people that..."
-Osv5l1vrNU.004.mp4,segregation and it was very clear in communicating that I have a dream that one day my three little girls will live in a land where they're not segregated against it. It communicated that dream it was clear so big.
-OXMbG7ZwRk.000.mp4,"consider writing a book. Maybe at some point but not anytime in the new future. It would mostly be a self-help book to help one overcome their problems, perhaps even mixed in with my own personal experience."
-OXMbG7ZwRk.003.mp4,"and I cannot tell you what to do about this, but certainly prepare yourself and perhaps talk about this with an open mind and when he would be ready. I came out to my family as a sexual, but I am worried maybe I did it too early."
-OXMbG7ZwRk.004.mp4,"you feel you are. And if you are still trying to figure things out or it changes, it's completely fine. How do you deal with the fact that you cannot bear children being trans? A person doesn't affect me since I do not want to..."
-OXMbG7ZwRk.005.mp4,"verbalize and express themselves the way we humans do, which many people may take advantage of this and abuse animals as a result. Human rights are tied into what I said about LGBT in mental health, but also..."
-R2SZu3SYgM.000.mp4,I'm gonna be doing Q&A. I asked you guys in my previous video to leave me comments in the comments section down below and frankly not a lot of people commented but a lot of one person commented
-R2SZu3SYgM.004.mp4,"stupidest questions you could ever possibly imagine. Well, for me, that was this guy, or girl, or whoever they are, but like their little thing says, looks like a man, and it's their name is Cuba Chips. Okay."
-RhPxhfpg4U.001.mp4,"in what happens in Parliament. And that's why we are now able to all engage about how it should happen under what conditions and so on, because we've managed to bring the public interest."
-RhPxhfpg4U.003.mp4,"Why? We've got to, because most of those things are owned by people who are not interested in the development of South Africa, and it's industrial, they don't invest in South Africa, they don't use their resources in South Africa. We need those, because that's the money of the country, those are the resources of the country."
-RhPxhfpg4U.005.mp4,and you can see in parliament that makes that calls for all presiding officers to be competent with the rules because we quote a rule and we say we are rising on this rule please rule if they rule unjustly we rise with it but can you explain your ruling into
-utrsarZeIY.001.mp4,"and then comes to the next week, I'm like no no no, I'll play next week and I end up procrastinating just a good couple of years I haven't prayed and I'm praying. And then I realised prayers are actually everything. As soon as I started praying, while he on my life the day I started..."
-utrsarZeIY.004.mp4,and I got into a fight with a woman and I ended up getting banned from that shopping mall. I'm on ban now but yeah I got banned and it's really embarrassing because the people who worked in the store were Muslim and I was fasting on that day in the light on.
-VTqcHNgH7M.002.mp4,"And I'm gonna start that next week sometime. So be on the lookout for that. Like I said, it's gonna be like two to three videos. And yeah, so I'm just so thankful for you guys. Thank you so much for supporting my business. I truly appreciate it. I hope these videos can help you out."
-VTqcHNgH7M.003.mp4,"suggested just a little bit of my own money. But if you're wanting to get into big tools and sewing machines, to be honest, I personally had to take out a loan to get my sewing machine. And that was just my personal choice because I needed it then so I could explain."
-VTqcHNgH7M.004.mp4,"be on you and it's gonna be your own time and I can't personally sit down and do that, you know, across the computer. So yeah, so thank you guys again so much for watching my videos. Let me know if you have any more suggestions for videos. I look forward to my series coming up and I will talk to you guys later."
-Wqk9eex6bQ.002.mp4,for your own health is a stretch for you. My minimum suggestion is bring on three more people to bi-shakeology under you and then you have yours paid for. Bring on one more and you have your coach be paid for.
-Wqk9eex6bQ.003.mp4,pass down their profits to the coaches. And I guess that is what you want it to be. It all depends on the time that you put into your business and working it as to how much you can get.
-Wqk9eex6bQ.004.mp4,"said as well though you do earn 25% commissions on anything that is sold to your own personal websites, any three of them. In addition to that there are three different bonus opportunities that Beach body gives us where they pass."
-Wqk9eex6bQ.005.mp4,"that you do have the first 30 days to sign up, you do have to pay the 39.95 fee upfront but then they reimburse you for that fee once they've verified your challenge pack purchase. Point forward, if you did not purchase a"
-zNyDPzId4E.001.mp4,"So the first question is my friend called Clarence. She asked what are my plans for the future? Well, to be honest, I don't have a plan for the future. I just do whatever I want to do and see what life brings me. So that's my answer."
-zNyDPzId4E.003.mp4,"drug addict friends. Well, it's okay. It's not that bad because I'm not the one who is drug addict so I'm not giving it but whatever you... I don't know. I can live with it so yeah, I'm not giving it."
01qN-BqJXRM.005.mp4,followed and then there was this place on the day where it was this beautiful tree with like the wind and it was just this beautiful day as well. It was so sunny and that just really inspired me to just create the images that I did from the last We're Three-Saint Project
04oq2yrBwMg.001.mp4,do more videos now out in the nature around where I live because I live in a beautiful beautiful place. Probably some you have seen I did a video on the roof of the studio and you can see like the
04oq2yrBwMg.004.mp4,I love it. Personal Jesus. I got stoned with Sepulgera or I'd say. Favorite beer? I don't know.
05l5bteT_qA.000.mp4,impressed. Okay I'm gonna see who understands what I'm gonna say. If you guys like comment below what you think this word means I'm not even gonna say my nationality. Kuraat and Pichka. They're not swillowids but I'm sorry mom and dad.
05l5bteT_qA.001.mp4,"That's a first question. What's your new use resolution that you have set for yourself in 2000? And wow, bless just message me. In 2016, PSI Logging to Millie. Stop messaging me. I love you too. So so so much. And my new use resolution will probably be..."
0_xOGmydDN0.001.mp4,"Of course, I really like France as well, but I'm more interested in going to northern European countries like Denmark, Sweden and Norway. So, sorry, I can't really answer your question. I really want to go all over the place or that didn't really make any grammatical sense. Excuse me, it's a bit late."
0_xOGmydDN0.002.mp4,"That being said, I will be back, state side to record more content in a bad a month. But don't fret, I have plenty of content already rendered and ready to upload on YouTube, about 4 or 5 videos. So I won't be completely contentless. But I'm also going to..."
0_xOGmydDN0.003.mp4,a room player. I play a lot of Siv's that can go wide and I'm quite a bit of a warmonger in my multiplayer games. As of this video blog we have not finished my current multiplayer game that's because my friends are more or less unavailable when I am but rest assured it will be finished.
0_xOGmydDN0.004.mp4,"else questions. You guys had a lot of really good questions to ask me and I just want to let you guys know that I'm not you know finishing my channel. I'm not done uploading content. There's always more to come. Just a little bit of a you know, heads up that I'm going to get France. It's actually isn't my"
0axZSeaUbfs.002.mp4,been posting you know comments or suggesting suggestions or anything but yeah that's okay but I'm just gonna give you guys time for this I mean it just feels as if over the past couple weeks up and rushing you guys like oh leave
0axZSeaUbfs.004.mp4,"about my life or anything. So yeah, just leave those questions down there. But yeah, if you leave those questions down there, I'll feature that in the next video, well not next video, but in the Q&A video that could hopefully be going up."
0axZSeaUbfs.005.mp4,"this 100 subscriber giveaway if you like my videos. So yeah, I think I'm gonna close it off here. You guys heard me talking for the details. So yeah, it's gonna be pretty much it. Like, subscribe, favorite, and that's it."
0C6i34q2-f8.000.mp4,"friend now. You're my best friend, you gotta keep asking me. It's like when you're at the movies and you're like, can I have popcorn? And then they give you the popcorn where they don't butter on it. It's like, do I have to keep asking you to do what I want you to do? Like..."
0C6i34q2-f8.001.mp4,And if you're different or you feel like people are bullying you and that You're not you don't fit the mold just know that it doesn't matter like and school
0C6i34q2-f8.003.mp4,"soon. This girl's like, I need to know when my Instagram account is gonna be promoted or I'm unsubscribing. Okay, do you have a deep relationship with your hair? You know what? You see when I was little now I'm just kind of like, oh I don't even care about it."
0D7W2pR4RpQ.004.mp4,"eliminate stand, a paper out, a failed card making business and that was all before the age of 13. And then things really turned around for me when I was 10 and I started babysitting. So that is what I considered my day job."
0dIqLMMn4jY.000.mp4,"Well, what's the top thing that you want when you're possessed? One, the thing that I want most of my Christmas list is a New Gymnastics mat. If you go and watch my other video, then you will be able to see my well parts of my Christmas list in."
0fMw9o1v2tY.001.mp4,"Any of the 9 languages you see here Yeah, the name is gonna fit here In any of those languages you can send in your questions And I will try and answer them as one as possible"
0fMw9o1v2tY.002.mp4,those languages you can send in your questions and I will try and answer them as one as possible. This time I want to keep the Q&A short and sweet so I want to answer as many questions as they need for the 1000 subs.
0fMw9o1v2tY.003.mp4,"And yeah, basically I just want to tell you guys you can start sending any questions on in the comments down below on my Twitter which is at the VT17 with my hashtag Q&A17 like with the 1000 subs."
0FVu7VKIg2s.000.mp4,"But yeah, my every single day count, like honestly you only live once and if you waste your time doing something else, then you will regret it and I mean it, you will regret it because you will just look back and think, with..."
0G9vplL8ae8.001.mp4,"are clear. Uh, the rules to enter are you must comment down below. You must be subscribed to the channel. And if you want to, you can also follow me on Twitter and an optional bonus is liking this video if you like. Give a like."
0G9vplL8ae8.003.mp4,"And it's going to be international as well. I repeat, Inter-National give away. Two weeks and December 14th, I'm just making sure the details are clear. The rules to enter are you must comment down below. You must"
0gv5Z0qt2jc.000.mp4,"Now this may be something that you want, if you have like slimmer hubs, this may be something that you may want to dress with surgery. If you want bigger hubs, you may want to get implants or have..."
0gv5Z0qt2jc.001.mp4,"So my suggestions on navigating living part time would be to definitely make sure you, if you're going somewhere, make sure it's a safe environment, make sure that you are with friends, make sure you are supported."
0gv5Z0qt2jc.002.mp4,interact with. I'm kind of going on a tangent here. But I just I just love that it gets to be me. I love that it gets to feel comfortable in my body. I love that my confidence level has improved.
0gv5Z0qt2jc.003.mp4,in the fact that all I've done for my transition is take estrogen into testosterone blockers and things from my breasts and my hair. And that's it. A lot of other people have to work so much harder.
0gv5Z0qt2jc.004.mp4,"process. So, I mean, just hang in there if you're just starting estrogen, give it some time, your hips may come out. It's just, it's something that has..."
0gv5Z0qt2jc.005.mp4,"30 minutes so I'm gonna stop here. That was all the questions I had for right now. But I really enjoyed making this video and talking about these things. And with that said, please feel free to..."
0hWbtuRVUgM.001.mp4,"And yes, so expect to see more of these next year, expect to see those tutorials I talked about. And you can leave me more questions in the comments below or just on any of the videos I have. I'll either answer you right there in the comments or I'll save your comment if I think it's really good and I'll answer it directly in one of these."
0hWbtuRVUgM.005.mp4,"got you a week and I'll just get a million views like that and I'll just pile up the subscribers. And if you look at my subscriber count, you'll see that that hasn't happened. And I was thinking at the time like, what, this is a video and it has like a couple special effects in it. Why?"
0iQIfGnKflc.001.mp4,1997 says I accidentally smashed my finger in a card or how do I draw how do I draw with a mashed thumb? I don't know you just mashed the rest of them and then you draw a painting and You say it looks like art isn't that
0iQIfGnKflc.002.mp4,"Even like picking up Minecraft for the first time was a really cool Experience because it was like brand new, but I would have to say my fondest gaming memory was probably playing Left for dead with my friend Frodo in college. We'd stay up late and"
0iXXdsO95O0.000.mp4,Like just the bond that you have with your teammates is my favorite part of playing volleyball but It was just it was for the best based on the direction The program was going and just I had my passion
0kg6pmbSN6A.000.mp4,giving a shout out to is one of my fellow YouTubers and fellow streamers by the name of Exodus Feats. So I'm gonna put his Twitch link and his YouTube link down below and I'll also...
0kg6pmbSN6A.001.mp4,YouTube is right now is focusing his dream to become a successful YouTuber and right now he's just saving the money to get a PC and yeah and then
0kg6pmbSN6A.002.mp4,"that stuff. So yeah. So just keep, so yes. And also guys, like I said in the beginning of the video, keep in mind that from one to two weeks from now, I'm going to be doing a question and answer video."
0kg6pmbSN6A.005.mp4,time watching long videos so I'm gonna talk about two things and sorry if I'm outside so if it's ending on blowing a lot of wind I apologize I cannot control the wind so
0LqfKzp11kg.000.mp4,And I want them to know if you meet these people. They're people. They're trans people or they may not be but they're people at the end of the day and they deserve the same respects everyone else Finally I thought the idea of ending
0MB91ku0eEw.003.mp4,"in less to share. Next time you write an event, why don't you let me know, we can meet up for a coffee. I'm just getting started. I'd love to pick your brains. And I was really respectful. I didn't ask for any mentoring or anything like that up front because that kind of puts people off if they don't know you. So it's just kind of very, very..."
0mym1CooiTE.000.mp4,You have to do it the way everyone tells you to do it. Don't feel like you have to breastfeed if you don't want to breastfeed Don't feel like just don't have that pressure upon you and don't listen to other people telling you what you have to do That's my kind of major major tip is
0mym1CooiTE.001.mp4,"in my previous video but I didn't say this. When I was about 14, when I went up to upper school, like to the secondary school, I don't know how old you are when you do that, maybe younger. I wanted to be a fashion designer, that's what I wanted to be. So we sat in this room and everyone, like they are."
0mym1CooiTE.003.mp4,"you. If you decide that you just don't care and you just ignore it, it goes away instantly, whereas if you like it gets you and you start like mmm, then it just perpetuates the cycle and it gets worse and worse and worse and it becomes this big thing. So you kind of decide how to deal with it and if you decide that..."
0mym1CooiTE.004.mp4,"that I want to go but I kind of always want to live where I am now. I live in the North England and it's a lot of people would, well that's me quite frequently, oh well you move down to London and stuff but I really like the lifestyle up here, it's different."
0n2vWTs6XwA.001.mp4,"inspired me to start my YouTube channel. I haven't before but it didn't work out. So I'm starting fresh. So yeah, that's the reason I wanted to become a YouTuber again. And they enjoyed it. The second, the third question."
0ObEtA6Q8vU.002.mp4,"line it gets to in the cup essentially. So currently, no, I do not track it. I definitely do not bring my scale in with me. That's not saying anything against anyone that does that or needs to do that because of prep reasons. I personally don't think I've ever brought my scale."
0ObEtA6Q8vU.003.mp4,"Well this shined and went pretty well. Felt good about it. But now I think they're shooting or fittings our next week and then shooting the week after like that. So or something like that. So I won't know for a few days. But anyway, I wanted."
0ObEtA6Q8vU.005.mp4,"training, I am a fitness model. And so I'm off to an audition that I got. A lot of times what happens is they're not open auditions, you have to submit and then they have to choose people and so I you know you kind of submit."
0QTR0WiJSNk.001.mp4,"time. So I work like 57 hours a week. I go to gym like 10, 12 hours a week. I try to spend some time with my wife. I try to eat and it just becomes super overwhelming. I don't have time to..."
0RLFM1ehSFM.000.mp4,"We must be able to, when we talk about wealth redistribution, that our legislation such as triple BWE ensures that there is legitimate empowerment to companies, to small businesses, not to politically connected people, that's corruption. Get it to small businesses."
0tse0Fsy_rg.001.mp4,I'm not athletic by me. I like cheer and dance and gymnastics. And those are all my questions. Thank you for watching. Comment down below what videos you want to see next week.
0tse0Fsy_rg.002.mp4,And she is gonna call you crazy at the she said download the app you know She's gonna lie so I downloaded the app and then since she wasn't going like I just looked on the trending list and That's how I found
0tse0Fsy_rg.004.mp4,"I've been supporting 5 boxes like May So it's like May, May, June, July, October, November, December 8 months"
0u56Q_QmxIM.002.mp4,"or the task, you want to give detail about the action you took and you want to describe the result that was achieved. Now people say to me, what about the sit, if you have a sit?"
0u56Q_QmxIM.004.mp4,"your skills, your experience, your expertise. These questions are typically asked, tell me about a time, give me an example of when, describe a situation, and if you're well prepared."
0uCqd5hZcyI.000.mp4,point where I can film some workouts for you guys. But he is basically going to be answering all of your questions and I think he might be doing a giveaway for my channel. I'm not sure don't quote me on that but I think that's what he said and that's pretty much it but...
0uCqd5hZcyI.005.mp4,"as far as fashion or my fall lipsticks. I can't wait, so I'm not gonna do that. But you guys wanna see anything? I've got a lot of clothes for fall and even like winter-ish. And then I'm obsessed with lipstick right now, so."
0VnZngec8sc.001.mp4,"As I always recommend to people, be sure to run a full scan of your vehicle, save it somewhere, it's not gonna get erased. In case something goes, hey, wire, let's say your laptop crashes in the middle of coding or something stupid like that, or you just plain screw it up, you can always go back and..."
0VnZngec8sc.003.mp4,"Give them a call if you have any questions about Vagcom with coding or fault diagnosis. I get really nervous when people start messing around with coding, even with the long coding helper. So as I always recommend to people, be sure to run a full scan of your vehicle, save it"
0VnZngec8sc.004.mp4,"Thanks for following the question thing that I asked you guys to do. That's awesome, and it really does help me. The reason I'm asking is that when I plug in a friend's back home to my car, there's no long-coding helper options for tepotronic shifters installed like there is on the Mark 6. Does this mean it's plug-in?"
0Wr69VD_oXI.004.mp4,"like them, I'm talking more in the relationship sense. So I have never been the kind of person who goes out of their way to impress somebody because I think, I will impress you by being me and just that's kind of, yeah, I don't want you to get a false illusion that I'm this girl who loves football."
0zJcYnsh55g.003.mp4,"I would like to be a judge, a doctor, a lawyer. But then after that, the minute I started seeing how much money you could make for me, in fact, I was like, wow, I got it really just like doing it. So I just stuck my mind."
0ZK5jQAvhFo.004.mp4,"feel like I have a bigger family to spend Christmas time with and of course you know it's the birth of you know baby Jesus. So why would you not like Christmas? Come on there's Santa, there's Jesus, there's Randy."
1-GgVRmAEoo.002.mp4,"This smells like peppermint chocolate. And it's not any kind of chocolate, but a specifically white chocolate. If you ever eat white chocolate with peppermint in it, it is delicious. And that's exactly what..."
1-GgVRmAEoo.003.mp4,"cherry pie. Mmm, yep. That's a good one. So the next one that I got, I ended up already using it because I just could not help myself. And I have a really good-"
1-GgVRmAEoo.004.mp4,"some amazing sense. And this one is definitely holiday-styled, festive-styled. And when you smell this, it just reminds you of gathered with your family. Just sitting around the table."
117jrwvl2Nc.000.mp4,"I'm going to be going to September 2014, so this year. So let me know if you're going to eat with those universities in September 2014 or whether you're thinking about going there and following there or if you're there already because I really, really like to know and just leave me a comment down below if you know anything about those universities."
117jrwvl2Nc.004.mp4,She's awareness so I'm gonna leave her YouTube channel down below which is gonna do a diabetes awareness video And she's got some really really cool videos as well Just like beauty and fashion related clearly for channel down below and make sure you all go and check it out because she's got Gakari feel about a diabetes awareness video up and
12Ezy1y1cWY.001.mp4,"I wanted to drive a truck around the country and deliver like actual, and I'm like a big truck of semi. It's like a big Peter belt."
12Ezy1y1cWY.005.mp4,with me I don't know I don't I'll give you a choice say for the mature to roll on because it's all grow up so favorite me
12Hbl_oZF9c.001.mp4,"Before I get into the video, I just wanted to give a quick shout out to a company called New Arrow. They sent me this really cool cap. It's a 950 snapback cap and I'm really starting to like these kind of caps. I don't really wear caps at all thin, but if I were to choose a style, I would choose this..."
12Hbl_oZF9c.003.mp4,When I can't believe I'm actually going to say this but yes guys I have a book coming now before you guys get all mainstream On me like I'm not like all these youtubers are ready meeting books. Shush. I was planning on doing above before I even started my channel It's just that all
12lqQE6oPNE.001.mp4,"Why not do a haul video because I love doing calls and I love watching them And this claim guys, I'm not trying to burn I'm not trying to brag in any way shape or form it's just"
13kjwEtSyXc.000.mp4,it's open you can just submit your blog or your blog and they go through all the entries and decide on the top 10 and then you get to participate in the competition. I didn't think I was actually gonna make it because I
13kjwEtSyXc.002.mp4,"to cover up any severe discoloration that you might be getting and aim for brightening primers, brightening primers, brightening creams, brightening foundations."
13kjwEtSyXc.004.mp4,"P41112 asked, what is your favorite foundation of all time? My favorite foundation of all time is the Armani Luminous Silk Foundation and it is the foundation I actually wore on my wedding. I just..."
13KtmgntgQw.002.mp4,And then yet another reason why we were really glad we got the snake outside as quickly as we did It goes off to digest and it spits out the shell so that is your Answer to your question about how the heck snakes
13XlKeC_p3U.000.mp4,"self first thing in the morning when you get up and these are the same five questions that I ask myself every single morning when I get up as soon as I wake up up, I close my eyes and I ask myself these questions just to set my day up right. So the first question I ask myself is what am I grateful for in my life? And I think about all of them."
13XlKeC_p3U.001.mp4,"all the things that I'm grateful for in my life and just it makes me a little bit more happy. The second thing I think about is what am I happy about in my life and I think of all the things, all the beautiful amazing things in my life that I'm truly happy about. The third question I ask myself is why am I..."
15yOT2ZolPE.002.mp4,"Honestly guys, I have no idea how I got the name of the load. Really when I started changing, really when I started changing it from like a random white code to the player into a sniper, my old gamertag was Chakka 2-2-2 and I changed it into"
176vWywoq9E.000.mp4,issues with it to overcome those things. Why is jumping up and down in the background? Trying to vlog here. But that's it because I'm not saying that my experience was just it was minor.
176vWywoq9E.001.mp4,in America but mine really wasn't that bad. So I'm gonna redo it to kind of still talk about my experiences but then also to talk about you know just how it didn't affect me that that much as much as I made it seem and then
176vWywoq9E.002.mp4,"of love having pride and also having confidence in your own skin. But that's it for now. So as always be wise until I see you guys next time. Peace! I was going to have a great weekend, but that worked."
176vWywoq9E.004.mp4,"She just observed how her mom treated her dad, but I know not everybody has an example like that or a good example So you can't necessarily gauge it all for that So I don't I'm wondering because you know like when I think back to black mom, but what"
184MlJCcboQ.000.mp4,I'm gonna check Q&A and the very best sped about it and nervous at the same time so let's hope it goes well I'm just gonna try to jump into them right now because I don't know how many they're gonna be I'm gonna try and just many as I can and we'll see how this goes the first one is from Jordan
186c7kCyCHQ.005.mp4,"Fast majority of people watching think I'm like a bit mental for getting excited about that But it's kind of like If someone got excited about boots the chemist back home, I'd be like yeah it's boots or whatever But if you don't live in the country"
19cplBTXyoY.002.mp4,"Obviously I've been bullied. I was bullied among my nose about my eyebrows, about my hair, about being hairy like my arms. You can't even see it about my legs. I mean about..."
19pTUX8KfYM.000.mp4,"can do is just let time continue to increase your scores. Now on the flip side of that, if you have bad credit or recent mistakes, like let's say you have a recent foreclosure or a recent invalid late pay, they're..."
1AMp8Y_0UGc.000.mp4,"You don't do it because you're probably at kill. And I just really hope that there wasn't any big careers in my group because I would be freaking terrified. But I would still fight for my life. So I think I would last long, probably last until maybe the last five and then someone."
1AMp8Y_0UGc.002.mp4,It was called the Mid-Nineries and it was actually pretty good. It's actually pretty good. Vogue series. We were quiet. But it was never made into moving or anything which is very sad. But they almost did. But we were quiet. Alex is more greener.
